policy,base_model,base_portfolio_size,period,months,bear_months,avg_exposure,total_return,bist100_total_return,excess_return_vs_bist100,max_drawdown,bist100_max_drawdown,win_rate,robustness_score
defensive_mode,momentum_heavy,10,train,39,12,1.0,1.8044330200106962,1.2208251837732145,0.5836078362374817,-0.24042824035845523,-0.24757740982109977,0.6153846153846154,0.41044366321287895
defensive_mode,momentum_heavy,10,validation,24,0,1.0,3.9004499075679337,3.2415637612067236,0.6588861463612101,-0.13397485082038418,-0.1617839465479347,0.6666666666666666,0.724269778053775
defensive_mode,momentum_heavy,15,out_of_sample,32,7,1.0,0.4714401082192763,0.590013878393095,-0.11857377017381876,-0.1791879182127879,-0.1675447420399082,0.53125,-0.21132460659939456
defensive_mode,momentum_heavy,15,train,39,12,1.0,1.5159601690852602,1.2208251837732145,0.29513498531204574,-0.2563730737256851,-0.24757740982109977,0.6153846153846154,0.0900811455529833
defensive_mode,momentum_heavy,15,validation,24,0,1.0,3.7114035864474104,3.2415637612067236,0.4698398252406868,-0.10614260540352516,-0.1617839465479347,0.6666666666666666,0.5908879477669697
defensive_mode,trend_following,3,out_of_sample,32,7,1.0,0.43699245945680176,0.590013878393095,-0.15302141893629329,-0.1767009024747872,-0.1675447420399082,0.5625,-0.2251732238858677
defensive_mode,trend_following,3,train,39,12,1.0,0.9209950479347422,1.2208251837732145,-0.2998301358384723,-0.34552817980743644,-0.24757740982109977,0.6153846153846154,-0.6831941877610375
defensive_mode,trend_following,3,validation,24,0,1.0,5.372736297669317,3.2415637612067236,2.1311725364625937,-0.11682135684373118,-0.1617839465479347,0.625,2.210029822775131
defensive_mode,trend_following,5,out_of_sample,32,7,1.0,0.3212276428750598,0.590013878393095,-0.26878623551803527,-0.19440535246968682,-0.1675447420399082,0.53125,-0.3919719404574089
defensive_mode,trend_following,5,train,39,12,1.0,1.949028247663588,1.2208251837732145,0.7282030638903736,-0.24519634952542857,-0.24757740982109977,0.6410256410256411,0.5583231853523369
defensive_mode,trend_following,5,validation,24,0,1.0,4.400848646698813,3.2415637612067236,1.159284885492089,-0.10584547903144381,-0.1617839465479347,0.625,1.2600939274292013
defensive_mode,trend_following,10,out_of_sample,32,7,1.0,0.35349313791945525,0.590013878393095,-0.2365207404736398,-0.1993027259676795,-0.1675447420399082,0.46875,-0.4007511924089988
defensive_mode,trend_following,10,train,39,12,1.0,1.780593842466863,1.2208251837732145,0.5597686586936486,-0.23588922913793275,-0.24757740982109977,0.6153846153846154,0.39568250811009076
defensive_mode,trend_following,10,validation,24,0,1.0,3.6895091742606985,3.2415637612067236,0.44794541305397484,-0.1330582257687889,-0.1617839465479347,0.6666666666666666,0.5151622948497303
defensive_mode,trend_following,15,out_of_sample,32,7,1.0,0.44592198761799207,0.590013878393095,-0.14409189077510298,-0.1822443187546886,-0.1675447420399082,0.53125,-0.2429555282844802
defensive_mode,trend_following,15,train,39,12,1.0,1.5150527699238419,1.2208251837732145,0.2942275861506274,-0.25637307372568496,-0.24757740982109977,0.6153846153846154,0.08917374639156517
defensive_mode,trend_following,15,validation,24,0,1.0,3.7498770778928723,3.2415637612067236,0.5083133166861487,-0.09860309531173539,-0.1617839465479347,0.6666666666666666,0.6444404593960111
defensive_mode,volume_heavy,3,out_of_sample,32,7,1.0,0.07566017468091313,0.590013878393095,-0.5143537037121819,-0.22976572917805516,-0.1675447420399082,0.5,-0.7238851620682922
defensive_mode,volume_heavy,3,train,39,12,1.0,1.0960952376642186,1.2208251837732145,-0.1247299461089959,-0.37584286487296925,-0.24757740982109977,0.6666666666666666,-0.5430823425216011
defensive_mode,volume_heavy,3,validation,24,0,1.0,3.384405549847518,3.2415637612067236,0.14284178864079422,-0.11786428057324316,-0.1617839465479347,0.625,0.2196132274943079
defensive_mode,volume_heavy,5,out_of_sample,32,7,1.0,0.08827078138277655,0.590013878393095,-0.5017430970103185,-0.2207127685576873,-0.1675447420399082,0.5,-0.6931686341256931
defensive_mode,volume_heavy,5,train,39,12,1.0,1.7167179734179174,1.2208251837732145,0.49589278964470296,-0.26715352912154566,-0.24757740982109977,0.6410256410256411,0.28209855191443217
defensive_mode,volume_heavy,5,validation,24,0,1.0,3.0591585902708234,3.2415637612067236,-0.18240517093590025,-0.10994832620078976,-0.1617839465479347,0.625,-0.08980182333747977
defensive_mode,volume_heavy,10,out_of_sample,32,7,1.0,0.31362030301900945,0.590013878393095,-0.2763935753740856,-0.2105494958675478,-0.1675447420399082,0.5,-0.44749256710918117
defensive_mode,volume_heavy,10,train,39,12,1.0,2.0182621306207693,1.2208251837732145,0.7974369468475548,-0.2285448810549916,-0.24757740982109977,0.6153846153846154,0.6480394924298793
defensive_mode,volume_heavy,10,validation,24,0,1.0,3.7001910589818108,3.2415637612067236,0.45862729777508715,-0.13430994049284062,-0.1617839465479347,0.6666666666666666,0.5233407501227392
defensive_mode,volume_heavy,15,out_of_sample,32,7,1.0,0.4149369664585103,0.590013878393095,-0.17507691193458474,-0.1777340639995253,-0.1675447420399082,0.53125,-0.26492003993363533
defensive_mode,volume_heavy,15,train,39,12,1.0,1.595235655862946,1.2208251837732145,0.37441047208973144,-0.2595727680833787,-0.24757740982109977,0.5897435897435898,0.1501367307947689
defensive_mode,volume_heavy,15,validation,24,0,1.0,3.910748632348321,3.2415637612067236,0.6691848711415975,-0.09063057819753262,-0.1617839465479347,0.6666666666666666,0.8212570480798655
reduced_exposure_mode,low_volatility,3,out_of_sample,32,7,0.890625,0.3749122605707673,0.590013878393095,-0.21510161782232773,-0.2460334247338598,-0.1675447420399082,0.53125,-0.44154346729004734
reduced_exposure_mode,low_volatility,3,train,39,12,0.8461538461538461,1.039155445148876,1.2208251837732145,-0.18166973862433844,-0.17801972357249995,-0.24757740982109977,0.6410256410256411,-0.2171963652565178
reduced_exposure_mode,low_volatility,3,validation,24,0,1.0,4.153851646311168,3.2415637612067236,0.912287885104444,-0.10623607070751806,-0.1617839465479347,0.6666666666666666,1.0331490770227412
reduced_exposure_mode,low_volatility,5,out_of_sample,32,7,0.890625,0.24603520752957286,0.590013878393095,-0.3439786708635222,-0.2447257960301853,-0.1675447420399082,0.5,-0.5834302629238928
reduced_exposure_mode,low_volatility,5,train,39,12,0.8461538461538461,0.8399951361947844,1.2208251837732145,-0.3808300475784301,-0.24297616387453325,-0.24757740982109977,0.5897435897435898,-0.5719105804557016
reduced_exposure_mode,low_volatility,5,validation,24,0,1.0,4.3503160434110555,3.2415637612067236,1.1087522822043319,-0.11155258237681942,-0.1617839465479347,0.7083333333333334,1.2398137841173598
reduced_exposure_mode,low_volatility,10,out_of_sample,32,7,0.890625,0.22867317949956667,0.590013878393095,-0.3613406988935284,-0.1806142793560518,-0.1675447420399082,0.5,-0.47256925760563195
reduced_exposure_mode,low_volatility,10,train,39,12,0.8461538461538461,1.067758503348557,1.2208251837732145,-0.15306668042465743,-0.22565620551200316,-0.24757740982109977,0.5897435897435898,-0.3095072965768689
reduced_exposure_mode,low_volatility,10,validation,24,0,1.0,3.842829867273597,3.2415637612067236,0.6012661060668734,-0.10463179006203294,-0.1617839465479347,0.6666666666666666,0.7253358592761407
reduced_exposure_mode,low_volatility,15,out_of_sample,32,7,0.890625,0.40659013284401135,0.590013878393095,-0.1834237455490837,-0.1688192891267134,-0.1675447420399082,0.5625,-0.2398123238025105
reduced_exposure_mode,low_volatility,15,train,39,12,0.8461538461538461,1.0002061768578336,1.2208251837732145,-0.22061900691538083,-0.24569923103666413,-0.24757740982109977,0.6410256410256411,-0.39150464847588856
reduced_exposure_mode,low_volatility,15,validation,24,0,1.0,3.5934105015083277,3.2415637612067236,0.3518467403016041,-0.10263767867865359,-0.1617839465479347,0.6666666666666666,0.47990471627763026
reduced_exposure_mode,mixed_model,3,out_of_sample,32,7,0.890625,0.29354400833437455,0.590013878393095,-0.2964698700587205,-0.1873520846895822,-0.1675447420399082,0.5625,-0.3899240394378849
reduced_exposure_mode,mixed_model,3,train,39,12,0.8461538461538461,0.4617359650248025,1.2208251837732145,-0.759089218748412,-0.3455281798074362,-0.24757740982109977,0.6153846153846154,-1.1424532706709767
reduced_exposure_mode,mixed_model,3,validation,24,0,1.0,4.533457298360859,3.2415637612067236,1.2918935371541354,-0.1168213568437314,-0.1617839465479347,0.6666666666666666,1.3915841568000058
reduced_exposure_mode,mixed_model,5,out_of_sample,32,7,0.890625,0.26283728673912354,0.590013878393095,-0.3271765916539715,-0.19440535246968693,-0.1675447420399082,0.5,-0.46598729659334537
reduced_exposure_mode,mixed_model,5,train,39,12,0.8461538461538461,1.4357999224846165,1.2208251837732145,0.21497473871140205,-0.2451963495254288,-0.24757740982109977,0.6666666666666666,0.05791537299387778
reduced_exposure_mode,mixed_model,5,validation,24,0,1.0,4.79545106599657,3.2415637612067236,1.5538873047898463,-0.10584547903144381,-0.1617839465479347,0.625,1.6546963467269586
reduced_exposure_mode,mixed_model,10,out_of_sample,32,7,0.890625,0.322955554050105,0.590013878393095,-0.26705832434299004,-0.2031666991147274,-0.1675447420399082,0.5,-0.42339172257244484
reduced_exposure_mode,mixed_model,10,train,39,12,0.8461538461538461,1.2100071268116266,1.2208251837732145,-0.010818056961587885,-0.24564799996354858,-0.24757740982109977,0.6410256410256411,-0.1816012363758645
reduced_exposure_mode,mixed_model,10,validation,24,0,1.0,3.856381374157082,3.2415637612067236,0.6148176129503584,-0.12319348059069124,-0.1617839465479347,0.6666666666666666,0.7017639851023092
reduced_exposure_mode,mixed_model,15,out_of_sample,32,7,0.890625,0.4461543579127898,0.590013878393095,-0.14385952048030526,-0.18165159044612778,-0.1675447420399082,0.59375,-0.2102877013725608
reduced_exposure_mode,mixed_model,15,train,39,12,0.8461538461538461,0.9540188435209553,1.2208251837732145,-0.26680634025225913,-0.2563730737256851,-0.24757740982109977,0.6410256410256411,-0.45903966719080874
reduced_exposure_mode,mixed_model,15,validation,24,0,1.0,3.5334037285010282,3.2415637612067236,0.2918399672943046,-0.10614260540352516,-0.1617839465479347,0.6666666666666666,0.4128880898205876
reduced_exposure_mode,momentum_heavy,3,out_of_sample,32,7,0.890625,0.5462751707804132,0.590013878393095,-0.04373870761268184,-0.16603701972215779,-0.1675447420399082,0.59375,-0.07893774705699741
reduced_exposure_mode,momentum_heavy,3,train,39,12,0.8461538461538461,0.5565558412097595,1.2208251837732145,-0.6642693425634549,-0.33801551575703104,-0.24757740982109977,0.6410256410256411,-1.0197875535646965
reduced_exposure_mode,momentum_heavy,3,validation,24,0,1.0,4.780797346687794,3.2415637612067236,1.5392335854810701,-0.1168213568437313,-0.1617839465479347,0.625,1.6180908717936076
reduced_exposure_mode,momentum_heavy,5,out_of_sample,32,7,0.890625,0.26118424868769896,0.590013878393095,-0.3288296297053961,-0.20377310006983973,-0.1675447420399082,0.53125,-0.47075082984507555
reduced_exposure_mode,momentum_heavy,5,train,39,12,0.8461538461538461,1.1666314817016321,1.2208251837732145,-0.05419370207158236,-0.24519634952542857,-0.24757740982109977,0.6410256410256411,-0.22407358060961896
reduced_exposure_mode,momentum_heavy,5,validation,24,0,1.0,3.95780178965662,3.2415637612067236,0.7162380284498964,-0.15423267857670753,-0.1617839465479347,0.625,0.7202726712964813
reduced_exposure_mode,momentum_heavy,10,out_of_sample,32,7,0.890625,0.2839513885018985,0.590013878393095,-0.30606248989119655,-0.21229190131959907,-0.1675447420399082,0.5,-0.4806462925303947
reduced_exposure_mode,momentum_heavy,10,train,39,12,0.8461538461538461,1.1212833645515965,1.2208251837732145,-0.09954181922161798,-0.24042824035845523,-0.24757740982109977,0.6410256410256411,-0.2598854794257079
reduced_exposure_mode,momentum_heavy,10,validation,24,0,1.0,3.9004499075679337,3.2415637612067236,0.6588861463612101,-0.13397485082038418,-0.1617839465479347,0.6666666666666666,0.724269778053775
reduced_exposure_mode,momentum_heavy,15,out_of_sample,32,7,0.890625,0.4452225860549335,0.590013878393095,-0.14479129233816157,-0.18512788165731275,-0.1675447420399082,0.59375,-0.21817205565278708
reduced_exposure_mode,momentum_heavy,15,train,39,12,0.8461538461538461,0.9800193496617742,1.2208251837732145,-0.2408058341114403,-0.2563730737256851,-0.24757740982109977,0.6410256410256411,-0.4330391610499899
reduced_exposure_mode,momentum_heavy,15,validation,24,0,1.0,3.7114035864474104,3.2415637612067236,0.4698398252406868,-0.10614260540352516,-0.1617839465479347,0.6666666666666666,0.5908879477669697
reduced_exposure_mode,trend_following,3,out_of_sample,32,7,0.890625,0.4131433999960554,0.590013878393095,-0.17687047839703962,-0.1767009024747872,-0.1675447420399082,0.59375,-0.23339728334661403
reduced_exposure_mode,trend_following,3,train,39,12,0.8461538461538461,0.5293692689031768,1.2208251837732145,-0.6914559148700377,-0.3455281798074361,-0.24757740982109977,0.6410256410256411,-1.0619994539720894
reduced_exposure_mode,trend_following,3,validation,24,0,1.0,5.372736297669317,3.2415637612067236,2.1311725364625937,-0.11682135684373118,-0.1617839465479347,0.625,2.210029822775131
reduced_exposure_mode,trend_following,5,out_of_sample,32,7,0.890625,0.2647726549300389,0.590013878393095,-0.3252412234630562,-0.19440535246968682,-0.1675447420399082,0.53125,-0.4484269284024298
reduced_exposure_mode,trend_following,5,train,39,12,0.8461538461538461,1.3300459423764277,1.2208251837732145,0.10922075860321323,-0.24519634952542868,-0.24757740982109977,0.6923076923076923,-0.035018094293797986
reduced_exposure_mode,trend_following,5,validation,24,0,1.0,4.400848646698813,3.2415637612067236,1.159284885492089,-0.10584547903144381,-0.1617839465479347,0.625,1.2600939274292013
reduced_exposure_mode,trend_following,10,out_of_sample,32,7,0.890625,0.28260602340096463,0.590013878393095,-0.3074078549921304,-0.2201828556935358,-0.1675447420399082,0.5,-0.497773566379202
reduced_exposure_mode,trend_following,10,train,39,12,0.8461538461538461,1.1479700316444101,1.2208251837732145,-0.07285515212880433,-0.23588922913793275,-0.24757740982109977,0.6410256410256411,-0.2241207898918493
reduced_exposure_mode,trend_following,10,validation,24,0,1.0,3.6895091742606985,3.2415637612067236,0.44794541305397484,-0.1330582257687889,-0.1617839465479347,0.6666666666666666,0.5151622948497303
reduced_exposure_mode,trend_following,15,out_of_sample,32,7,0.890625,0.4201591369613231,0.590013878393095,-0.16985474143177193,-0.18816216397277252,-0.1675447420399082,0.59375,-0.24930406937731697
reduced_exposure_mode,trend_following,15,train,39,12,0.8461538461538461,0.9809798741531892,1.2208251837732145,-0.23984530962002526,-0.2563730737256851,-0.24757740982109977,0.6410256410256411,-0.43207863655857487
reduced_exposure_mode,trend_following,15,validation,24,0,1.0,3.7498770778928723,3.2415637612067236,0.5083133166861487,-0.09860309531173539,-0.1617839465479347,0.6666666666666666,0.6444404593960111
reduced_exposure_mode,volume_heavy,3,out_of_sample,32,7,0.890625,0.09483004153358165,0.590013878393095,-0.4951838368595134,-0.21603900696172096,-0.1675447420399082,0.5,-0.6772618507829553
reduced_exposure_mode,volume_heavy,3,train,39,12,0.8461538461538461,0.6742629361031927,1.2208251837732145,-0.5465622476700218,-0.37584286487296936,-0.24757740982109977,0.6666666666666666,-0.9649146440826273
reduced_exposure_mode,volume_heavy,3,validation,24,0,1.0,3.384405549847518,3.2415637612067236,0.14284178864079422,-0.11786428057324316,-0.1617839465479347,0.625,0.2196132274943079
reduced_exposure_mode,volume_heavy,5,out_of_sample,32,7,0.890625,0.09441608620241437,0.590013878393095,-0.4955977921906807,-0.2207127685576873,-0.1675447420399082,0.5625,-0.6557733293060553
reduced_exposure_mode,volume_heavy,5,train,39,12,0.8461538461538461,1.0755358687704302,1.2208251837732145,-0.1452893150027843,-0.26715352912154566,-0.24757740982109977,0.6666666666666666,-0.3462630399125423
reduced_exposure_mode,volume_heavy,5,validation,24,0,1.0,3.0591585902708234,3.2415637612067236,-0.18240517093590025,-0.10994832620078976,-0.1617839465479347,0.625,-0.08980182333747977
reduced_exposure_mode,volume_heavy,10,out_of_sample,32,7,0.890625,0.2844538379474897,0.590013878393095,-0.30556004044560536,-0.22204978064146785,-0.1675447420399082,0.5,-0.49965960172854107
reduced_exposure_mode,volume_heavy,10,train,39,12,0.8461538461538461,1.3240176229383533,1.2208251837732145,0.10319243916513887,-0.2285448810549915,-0.24757740982109977,0.6410256410256411,-0.033384502432023566
reduced_exposure_mode,volume_heavy,10,validation,24,0,1.0,3.7001910589818108,3.2415637612067236,0.45862729777508715,-0.13430994049284062,-0.1617839465479347,0.6666666666666666,0.5233407501227392
reduced_exposure_mode,volume_heavy,15,out_of_sample,32,7,0.890625,0.38285947559939704,0.590013878393095,-0.207154402793698,-0.18726701775108878,-0.1675447420399082,0.59375,-0.2848134382958756
reduced_exposure_mode,volume_heavy,15,train,39,12,0.8461538461538461,1.032703753562353,1.2208251837732145,-0.18812143021086136,-0.2595727680833786,-0.24757740982109977,0.6153846153846154,-0.39957465868531084
reduced_exposure_mode,volume_heavy,15,validation,24,0,1.0,3.910748632348321,3.2415637612067236,0.6691848711415975,-0.09063057819753262,-0.1617839465479347,0.6666666666666666,0.8212570480798655
